Row3,Cost1,Cost2,Id
C11,3000,259936,160
C11,3000,208520,161
E11,40000,171493,162
A11,3000,205403,163
D11,40000,22618,164
F11,3000,17833,165
F11,3000,125371,166
F11,40000,170341,167
C11,3000,189240,168
F11,3000,118943,169
F11,40000,54734,170
E11,3000,42126,171
F11,3000,29506,172
F11,3000,115343,173
F11,3000,266513,174
B11,3000,233035,175
B11,40000,179247,176
A11,3000,123799,177
B11,40000,118792,178
D11,40000,70866,179
D11,3000,112674,180
C11,40000,95819,181
E11,40000,210685,182
F11,3000,29247,183
F11,40000,12839,184
C11,3000,229138,185
D11,3000,30421,186
B11,40000,65261,187
D11,3000,137286,188
A11,40000,140178,189
E11,3000,67505,190
D11,3000,89494,191
F11,3000,196139,192
A11,3000,120939,193
A11,40000,30479,194
A11,3000,58077,195
A11,40000,121062,196
E11,40000,236492,197
C11,3000,126174,198
C11,3000,174965,199
A11,3000,241665,200
A11,3000,55138,201
C11,3000,85171,202
A11,40000,106376,203
A11,40000,179462,204
B11,3000,38757,205
A11,40000,277448,206
A11,3000,146129,207
C11,3000,210642,208
B11,40000,127957,209
B11,3000,150216,210
C11,3000,131761,211
F11,40000,227111,212
F11,3000,232410,213
F11,3000,77291,214
A11,3000,152161,215
F11,3000,258971,216
A11,3000,11368,217
A11,3000,15738,218
D11,40000,281778,219
A11,40000,275330,220
E11,40000,11275,221
C11,3000,181458,222
D11,3000,117513,223
F11,40000,3178,224
E11,40000,178242,225
B11,3000,110119,226
D11,40000,179040,227
E11,40000,103458,228
D11,40000,109607,229
B11,40000,173027,230
E11,40000,174930,231
B11,3000,255425,232
F11,40000,4890,233
B11,3000,86161,234
E11,3000,115298,235
A11,3000,54388,236
B11,40000,203122,237
F11,40000,161496,238
E11,40000,18323,239
A11,40000,278792,240
A11,40000,111701,241
D11,3000,286019,242
B11,40000,114199,243
F11,3000,110550,244
D11,3000,229456,245
C11,40000,3091,246
A11,40000,296646,247
F11,3000,291127,248
F11,3000,92491,249
F11,40000,75311,250
F11,40000,273972,251
E11,40000,177222,252
B11,3000,90051,253
A11,3000,91560,254
E11,40000,108818,255
B11,3000,122778,256
F11,40000,12106,257
E11,40000,299970,258
C11,3000,269571,259
E11,40000,200094,260
A11,40000,89651,261
D11,3000,194411,262
F11,3000,84052,263
F11,40000,75961,264
B11,40000,262612,265
F11,3000,19618,266
B11,3000,230112,267
A11,40000,20478,268
B11,40000,200865,269
A11,3000,76960,270
E11,40000,67697,271
E11,40000,201077,272
D11,3000,61426,273
E11,3000,10677,274
B11,3000,184691,275
F11,3000,234930,276
C11,40000,133245,277
D11,40000,213087,278
E11,3000,69736,279
F11,3000,186610,280
F11,3000,159041,281
D11,3000,82873,282
B11,3000,146478,283
E11,3000,58055,284
E11,40000,154136,285
F11,40000,84132,286
C11,40000,286805,287
B11,40000,78192,288
A11,3000,196638,289
C11,40000,73260,290
C11,3000,120296,291
F11,3000,112220,292
E11,40000,261823,293
E11,40000,110113,294
C11,40000,179366,295
F11,40000,299823,296
D11,40000,183349,297
B11,40000,247157,298
C11,3000,12198,299
F11,40000,188868,300
B11,40000,38650,301
C11,40000,261650,302
F11,3000,290425,303
C11,3000,294753,304
C11,3000,183316,305
F11,40000,269532,306
A11,40000,237290,307
E11,40000,41505,308
B11,3000,228202,309
C11,40000,276872,310
A11,3000,163096,311
C11,3000,145757,312
B11,40000,280199,313
F11,40000,122363,314
E11,40000,49338,315
A11,40000,174370,316
F11,40000,259084,317
E11,40000,2161,318
F11,3000,141717,319
D11,3000,236779,320
E11,40000,176175,321
F11,40000,79448,322
D11,3000,262643,323
B11,3000,218716,324
A11,40000,73554,325
D11,3000,5011,326
F11,40000,287021,327
C11,40000,108792,328
E11,3000,136240,329
E11,40000,20680,330
B11,3000,285154,331
E11,40000,145955,332
D11,40000,241049,333
E11,3000,103034,334
F11,3000,141535,335
A11,3000,299041,336
A11,3000,223834,337
B11,40000,253539,338
E11,3000,250234,339
B11,40000,14850,340
C11,3000,248236,341
A11,3000,2289,342
E11,40000,6676,343
E11,40000,13172,344
A11,3000,56063,345
A11,40000,123719,346
E11,3000,263867,347
A11,3000,170288,348
B11,3000,274190,349
D11,3000,236262,350
D11,40000,270919,351
C11,3000,146998,352
B11,40000,144786,353
F11,40000,9703,354
A11,40000,266243,355
C11,40000,269450,356
A11,3000,82210,357
C11,3000,115407,358
B11,40000,262258,359
F11,3000,281046,360
C11,40000,49318,361
E11,40000,13556,362
A11,40000,23603,363
B11,40000,99508,364
E11,3000,218620,365
F11,40000,196307,366
A11,40000,198482,367
B11,40000,177866,368
A11,40000,45257,369
C11,40000,5657,370
F11,40000,173651,371
D11,40000,208563,372
C11,40000,36336,373
C11,3000,282906,374
C11,40000,109921,375
B11,3000,63966,376
B11,3000,237302,377
F11,3000,267595,378
D11,40000,198337,379
B11,40000,144238,380
F11,40000,143841,381
B11,40000,23516,382
B11,3000,111073,383
B11,40000,121996,384
B11,40000,2064,385
A11,40000,152625,386
E11,3000,242564,387
C11,3000,218149,388
E11,40000,93056,389
C11,40000,166428,390
A11,40000,195584,391
B11,40000,113749,392
D11,3000,93216,393
A11,3000,34546,394
C11,3000,133318,395
F11,40000,157623,396
E11,40000,86649,397
A11,3000,292593,398
D11,3000,246255,399
C11,40000,217425,400
A11,3000,93356,401
A11,40000,290802,402
B11,40000,38733,403
C11,40000,22344,404
E11,3000,19825,405
F11,3000,290565,406
A11,3000,219566,407
F11,40000,81028,408
D11,40000,294033,409
E11,40000,214769,410
C11,3000,230128,411
C11,3000,214639,412
F11,3000,233763,413
E11,3000,50412,414
A11,40000,83414,415
F11,3000,2858,416
E11,3000,72689,417
C11,3000,80109,418
B11,3000,254958,419
D11,3000,160088,420
D11,3000,84702,421
A11,40000,98551,422
B11,40000,209902,423
C11,40000,208610,424
F11,3000,52876,425
F11,3000,199072,426
F11,3000,285565,427
A11,40000,150123,428
B11,3000,42785,429
D11,40000,20352,430
A11,3000,260027,431
A11,40000,16602,432
F11,3000,17318,433
F11,3000,16206,434
D11,3000,33570,435
E11,40000,291057,436
A11,40000,66223,437
A11,40000,193036,438
B11,3000,3847,439
C11,3000,273911,440
E11,3000,192197,441
A11,40000,2759,442
E11,3000,35522,443
D11,3000,4416,444
B11,40000,37932,445
C11,40000,76660,446
D11,3000,49131,447
F11,40000,28751,448
D11,3000,182579,449
C11,40000,47435,450
A11,40000,195296,451
A11,40000,93784,452
C11,3000,168083,453
A11,3000,214555,454
F11,40000,147834,455
A11,40000,42975,456
E11,40000,69908,457
E11,3000,34608,458
F11,3000,140702,459
D11,3000,275708,460
F11,3000,248917,461
C11,40000,157407,462
B11,3000,214089,463
C11,3000,26466,464
B11,3000,175688,465
F11,40000,276039,466
B11,3000,265557,467
C11,3000,142207,468
C11,3000,100525,469
B11,3000,112146,470
E11,3000,12632,471
F11,40000,142110,472
D11,3000,92971,473
C11,3000,56670,474
D11,3000,259131,475
E11,40000,213205,476
C11,40000,154476,477
E11,3000,104301,478
B11,3000,65685,479
B11,40000,96021,480
C11,40000,276819,481
F11,3000,156021,482
D11,40000,145975,483
C11,40000,34970,484
B11,3000,213661,485
C11,3000,241337,486
F11,3000,198754,487
D11,40000,56224,488
E11,40000,212872,489
E11,3000,199223,490
E11,3000,204236,491
D11,3000,294274,492
C11,3000,263316,493
C11,3000,119572,494
C11,3000,206414,495
F11,40000,177868,496
F11,40000,63594,497
A11,40000,30070,498
E11,40000,232594,499
B11,40000,93524,500
F11,3000,17843,501
B11,3000,233947,502
D11,40000,193716,503
B11,3000,17241,504
C11,3000,299630,505
F11,40000,140536,506
D11,3000,294267,507
D11,40000,5136,508
B11,40000,63758,509
F11,3000,259805,510
B11,40000,94414,511
C11,40000,258729,512
D11,3000,244140,513
A11,3000,231175,514
F11,40000,233136,515
C11,3000,99068,516
D11,3000,129122,517
D11,3000,254482,518
A11,40000,268991,519
B11,40000,128756,520
A11,3000,194036,521
F11,3000,190216,522
E11,3000,169821,523
C11,40000,48148,524
E11,3000,116184,525
E11,40000,30688,526
C11,3000,1146,527
E11,3000,124568,528
C11,40000,297339,529
C11,40000,182180,530
C11,40000,232760,531
E11,3000,93587,532
A11,3000,34351,533
C11,3000,3873,534
F11,40000,73222,535
C11,40000,72347,536
B11,3000,52210,537
A11,40000,78563,538
D11,3000,95543,539
C11,3000,152096,540
C11,40000,5379,541
C11,40000,256927,542
C11,40000,49250,543
D11,40000,20510,544
B11,40000,29575,545
E11,40000,287582,546
A11,3000,169708,547
A11,3000,255675,548
D11,3000,170276,549
B11,3000,166649,550
E11,40000,139103,551
B11,40000,5561,552
B11,3000,187921,553
B11,40000,206231,554
F11,3000,175935,555
C11,3000,233346,556
F11,3000,189634,557
E11,40000,10030,558
E11,40000,94134,559
A11,3000,223200,560
A11,3000,292848,561
B11,3000,294961,562
E11,3000,135967,563
D11,3000,53955,564
E11,40000,36516,565
D11,3000,226209,566
E11,40000,109891,567
B11,3000,34640,568
A11,40000,14971,569
F11,3000,62412,570
C11,3000,239667,571
A11,3000,109812,572
B11,3000,282317,573
A11,40000,137326,574
E11,40000,10769,575
B11,40000,187567,576
E11,3000,160780,577
A11,3000,181586,578
A11,3000,243572,579
C11,3000,254749,580
D11,40000,202334,581
E11,3000,207256,582
B11,3000,217388,583
F11,40000,15236,584
E11,40000,68825,585
F11,3000,135705,586
A11,40000,47016,587
F11,40000,126274,588
B11,3000,201873,589
A11,40000,111523,590
D11,3000,86318,591
C11,3000,36838,592
A11,3000,209839,593
C11,3000,86512,594
C11,3000,145303,595
F11,3000,284539,596
C11,40000,85491,597
C11,40000,158538,598
A11,3000,124406,599
C11,40000,14069,600
D11,3000,206002,601
F11,40000,145824,602
D11,40000,129717,603
C11,3000,60000,604
F11,3000,160737,605
C11,3000,91613,606
E11,3000,50892,607
B11,40000,238134,608
E11,40000,71704,609
D11,3000,291636,610
F11,3000,266741,611
D11,40000,72111,612
B11,3000,155431,613
A11,40000,185820,614
C11,3000,176372,615
B11,3000,296031,616
B11,40000,192545,617
B11,40000,175566,618
D11,40000,6014,619
B11,3000,268783,620
F11,40000,273475,621
B11,40000,279948,622
C11,40000,135351,623
D11,40000,38103,624
B11,3000,266618,625
B11,40000,266951,626
D11,40000,193205,627
D11,3000,252212,628
B11,40000,23684,629
A11,3000,279967,630
A11,3000,264802,631
A11,3000,21843,632
A11,3000,104807,633
A11,40000,102923,634
E11,3000,120654,635
C11,40000,105213,636
D11,3000,199490,637
C11,40000,270054,638
B11,40000,141057,639
B11,40000,257152,640
A11,3000,277902,641
F11,3000,72465,642
A11,40000,250849,643
D11,40000,72814,644
A11,40000,265151,645
A11,40000,128130,646
F11,40000,201449,647
D11,40000,297813,648
C11,40000,23507,649
F11,3000,136021,650
B11,40000,152979,651
E11,40000,196204,652
C11,40000,31935,653
F11,3000,210802,654
F11,40000,135325,655
E11,3000,265652,656
C11,40000,71492,657
E11,3000,77130,658
F11,3000,182611,659
B11,40000,43542,660
F11,3000,283699,661
E11,3000,49892,662
B11,3000,200501,663
E11,40000,230466,664
E11,40000,7026,665
A11,3000,213689,666
E11,40000,205762,667
D11,40000,247369,668
E11,40000,1997,669
B11,3000,222480,670
F11,40000,249209,671
B11,40000,10578,672
A11,3000,68286,673
E11,40000,89687,674
B11,40000,233764,675
C11,3000,14024,676
A11,40000,173515,677
B11,3000,103918,678
C11,3000,187063,679
F11,40000,274077,680
E11,40000,217395,681
D11,3000,67530,682
F11,3000,57174,683
F11,40000,88175,684
E11,40000,43381,685
D11,40000,266171,686
D11,3000,170231,687
F11,40000,226351,688
A11,40000,93952,689
E11,40000,280802,690
F11,40000,175958,691
F11,3000,192810,692
C11,3000,151542,693
D11,3000,72958,694
C11,40000,282227,695
A11,3000,216985,696
D11,40000,46974,697
A11,40000,25166,698
C11,40000,68278,699
D11,3000,263922,700
A11,3000,200373,701
F11,3000,115608,702
F11,3000,168650,703
D11,40000,22305,704
C11,40000,81842,705
E11,3000,109186,706
C11,40000,192353,707
F11,3000,221645,708
C11,3000,156979,709
B11,3000,172415,710
E11,3000,245227,711
A11,3000,25949,712
C11,40000,92896,713
B11,40000,245830,714
D11,40000,58442,715
B11,40000,111546,716
D11,3000,139264,717
E11,3000,280617,718
A11,3000,173371,719
A11,3000,177625,720
A11,3000,111008,721
F11,3000,30963,722
A11,3000,28855,723
D11,40000,192222,724
F11,40000,15312,725
D11,3000,1111,726
F11,3000,292722,727
F11,40000,150307,728
A11,3000,45370,729
E11,40000,251858,730
A11,3000,135819,731
D11,40000,151688,732
D11,40000,235382,733
A11,40000,214206,734
D11,3000,22979,735
A11,3000,267366,736
D11,40000,259358,737
F11,3000,25739,738
C11,40000,43955,739
A11,40000,229340,740
A11,40000,299344,741
E11,40000,116840,742
E11,40000,146764,743
B11,40000,90434,744
A11,40000,250147,745
F11,3000,7326,746
E11,40000,241340,747
B11,40000,176946,748
F11,3000,179472,749
A11,3000,289757,750
A11,3000,212691,751
C11,3000,100762,752
E11,3000,50304,753
D11,40000,299768,754
F11,40000,206223,755
C11,40000,159534,756
E11,3000,235260,757
E11,3000,288633,758
D11,40000,229623,759
E11,3000,274062,760
E11,40000,225834,761
F11,40000,35596,762
C11,40000,133776,763
A11,40000,50386,764
F11,40000,235445,765
D11,40000,100574,766
F11,40000,27852,767
E11,3000,53529,768
A11,3000,126980,769
A11,40000,238389,770
B11,3000,186308,771
A11,40000,296133,772
C11,40000,118982,773
D11,40000,40210,774
A11,3000,36031,775
D11,40000,74401,776
D11,3000,198632,777
D11,40000,71226,778
D11,3000,14830,779
E11,40000,29541,780
E11,40000,289365,781
D11,3000,263405,782
E11,40000,75711,783
C11,40000,137819,784
F11,40000,215806,785
B11,40000,57900,786
D11,40000,170296,787
B11,3000,274097,788
F11,40000,26023,789
D11,3000,5486,790
E11,40000,54132,791
D11,40000,196744,792
A11,40000,209417,793
D11,40000,63365,794
E11,40000,286466,795
F11,40000,16795,796
D11,3000,54343,797
C11,3000,143921,798
A11,3000,123485,799
D11,3000,217496,800
E11,3000,189766,801
B11,3000,57254,802
D11,40000,6445,803
A11,40000,53663,804
E11,3000,16320,805
D11,3000,205355,806
D11,3000,25428,807
C11,3000,223387,808
E11,40000,201752,809
E11,3000,20972,810
B11,40000,114432,811
C11,3000,253061,812
E11,3000,263265,813
A11,40000,229608,814
C11,40000,173525,815
D11,3000,116443,816
C11,3000,155099,817
B11,3000,185162,818
A11,40000,229798,819
F11,3000,225747,820
A11,3000,81811,821
F11,40000,86060,822
D11,40000,104094,823
C11,40000,214567,824
C11,3000,142799,825
E11,3000,33873,826
F11,40000,103144,827
D11,40000,273431,828
C11,3000,256730,829
D11,3000,292454,830
D11,3000,73736,831
C11,3000,271623,832
A11,3000,51177,833
D11,40000,241843,834
E11,3000,151125,835
F11,3000,94904,836
C11,40000,240262,837
A11,3000,27698,838
F11,3000,16206,839
D11,40000,233566,840
A11,3000,197115,841
C11,3000,265970,842
A11,40000,18696,843
A11,40000,67962,844
C11,3000,271625,845
F11,3000,269437,846
E11,40000,291329,847
F11,40000,3169,848
D11,3000,288375,849
B11,3000,267527,850
F11,40000,226598,851
E11,40000,31315,852
A11,40000,217653,853
A11,40000,13523,854
B11,3000,66603,855
B11,3000,37274,856
A11,3000,2747,857
E11,40000,233363,858
E11,40000,28863,859
A11,40000,104472,860
D11,3000,134609,861
D11,3000,261060,862
B11,3000,92686,863
E11,3000,143161,864
E11,3000,209535,865
D11,3000,14776,866
B11,40000,204270,867
B11,3000,5230,868
D11,40000,99083,869
A11,40000,43811,870
F11,3000,218213,871
F11,3000,252176,872
C11,3000,271151,873
C11,40000,88847,874
D11,40000,296025,875
F11,3000,132857,876
A11,40000,284309,877
D11,40000,268302,878
B11,40000,180210,879
D11,3000,87213,880
C11,40000,178352,881
A11,3000,250254,882
A11,3000,50232,883
C11,40000,213621,884
A11,3000,2127,885
E11,40000,32032,886
D11,3000,254514,887
E11,40000,27183,888
B11,40000,8949,889
C11,40000,13727,890
D11,3000,145406,891
A11,40000,260641,892
B11,3000,187636,893
A11,40000,180052,894
A11,3000,74568,895
B11,40000,270293,896
C11,40000,218048,897
B11,3000,53858,898
B11,40000,52245,899
A11,40000,214998,900
D11,40000,44193,901
A11,40000,298036,902
E11,40000,102778,903
F11,40000,296590,904
D11,3000,26166,905
D11,40000,287807,906
B11,40000,61094,907
F11,3000,176956,908
E11,40000,70480,909
B11,3000,37377,910
E11,40000,277363,911
B11,40000,3678,912
D11,3000,31025,913
A11,3000,162089,914
C11,40000,252661,915
F11,3000,217075,916
C11,3000,7095,917
C11,3000,232374,918
B11,40000,134519,919
B11,40000,247366,920
A11,3000,236628,921
A11,3000,28413,922
F11,40000,2104,923
F11,3000,143892,924
B11,3000,193939,925
A11,40000,292899,926
A11,3000,157988,927
F11,3000,168977,928
A11,40000,56688,929
C11,40000,248147,930
A11,3000,241101,931
F11,3000,18119,932
C11,40000,99826,933
C11,40000,4835,934
E11,3000,161095,935
A11,3000,128589,936
A11,3000,22937,937
C11,3000,167241,938
D11,40000,13546,939
C11,40000,84798,940
D11,40000,231327,941
E11,3000,247578,942
E11,3000,30368,943
E11,40000,226172,944
B11,3000,143469,945
F11,40000,112167,946
E11,40000,159945,947
C11,3000,231337,948
B11,40000,264367,949
B11,40000,136049,950
E11,40000,169119,951
A11,3000,275693,952
D11,40000,260943,953
B11,40000,53935,954
F11,3000,112446,955
B11,3000,41968,956
A11,3000,294013,957
E11,40000,237627,958
B11,40000,46368,959
F11,40000,268951,960
A11,3000,263610,961
B11,3000,299230,962
E11,3000,22119,963
E11,3000,135023,964
F11,3000,51861,965
B11,3000,135879,966
B11,3000,25237,967
F11,3000,110773,968
B11,40000,269001,969
B11,3000,128029,970
D11,40000,53923,971
F11,3000,249495,972
D11,40000,56269,973
F11,3000,75925,974
B11,3000,261030,975
D11,40000,202434,976
E11,40000,62837,977
E11,3000,262047,978
B11,40000,152477,979
E11,40000,53575,980
B11,3000,55835,981
A11,3000,186853,982
F11,40000,212050,983
A11,40000,156661,984
E11,3000,115176,985
D11,3000,240683,986
D11,3000,86076,987
F11,40000,101479,988
C11,3000,132815,989
B11,40000,104961,990
E11,40000,169416,991
A11,40000,65943,992
A11,3000,280642,993
A11,40000,103848,994
B11,3000,217382,995
E11,3000,204796,996
B11,40000,173015,997
E11,40000,193314,998
A11,40000,278110,999
A11,40000,125891,1000
F11,40000,256561,1001
D11,3000,35175,1002
A11,3000,141936,1003
E11,3000,232462,1004
C11,40000,152128,1005
F11,3000,211422,1006
A11,3000,181886,1007
E11,3000,223879,1008
A11,3000,19331,1009
A11,40000,98011,1010
D11,3000,236456,1011
B11,3000,66789,1012
D11,3000,285546,1013
A11,3000,115933,1014
B11,40000,80340,1015
A11,40000,154091,1016
E11,3000,208912,1017
E11,40000,34556,1018
A11,40000,168724,1019
D11,40000,174573,1020
D11,3000,138046,1021
C11,40000,84891,1022
B11,40000,118893,1023
B11,3000,179925,1024
F11,3000,171836,1025
E11,40000,82283,1026
D11,40000,233703,1027
E11,3000,22315,1028
E11,40000,21239,1029
C11,3000,84595,1030
C11,3000,294363,1031
B11,3000,146502,1032
B11,3000,12710,1033
B11,3000,175403,1034
D11,40000,217961,1035
F11,40000,217329,1036
C11,3000,171316,1037
B11,3000,126184,1038
A11,3000,142353,1039
E11,40000,38627,1040
F11,40000,115251,1041
B11,3000,64230,1042
E11,40000,142599,1043
D11,40000,172508,1044
D11,3000,236148,1045
E11,3000,116642,1046
A11,3000,189741,1047
B11,3000,129940,1048
C11,3000,238122,1049
E11,3000,114931,1050
D11,40000,284761,1051
C11,40000,171247,1052
F11,3000,219973,1053
A11,40000,78165,1054
C11,40000,94577,1055
A11,40000,163383,1056
A11,40000,79816,1057
B11,3000,59577,1058
A11,3000,94476,1059
B11,40000,204727,1060
F11,40000,128002,1061
C11,40000,89669,1062
F11,40000,93238,1063
E11,3000,138602,1064
B11,40000,176883,1065
F11,40000,241170,1066
F11,40000,59808,1067
B11,3000,8768,1068
A11,40000,115703,1069
F11,40000,103369,1070
E11,3000,119959,1071
D11,40000,258556,1072
F11,40000,94275,1073
E11,3000,115909,1074
F11,40000,218632,1075
E11,40000,126265,1076
A11,3000,211365,1077
B11,40000,24428,1078
A11,3000,144663,1079
E11,3000,114281,1080
E11,3000,67165,1081
F11,3000,173453,1082
D11,40000,155805,1083
E11,3000,289291,1084
B11,40000,214409,1085
D11,40000,243982,1086
F11,40000,242405,1087
A11,40000,148333,1088
E11,3000,261704,1089
D11,40000,143848,1090
F11,3000,173919,1091
B11,3000,251681,1092
A11,40000,220514,1093
B11,40000,105453,1094
F11,3000,299786,1095
F11,40000,218664,1096
D11,40000,272432,1097
A11,3000,16755,1098
E11,3000,253265,1099
A11,3000,114825,1100
A11,3000,58731,1101
C11,3000,84801,1102
C11,40000,218156,1103
B11,3000,191785,1104
F11,40000,987,1105
B11,40000,40222,1106
A11,3000,238224,1107
C11,40000,255298,1108
C11,3000,95930,1109
E11,40000,230751,1110
B11,40000,77890,1111
E11,3000,9006,1112
A11,3000,19511,1113
F11,40000,46753,1114
E11,3000,193626,1115
B11,3000,191277,1116
B11,3000,39681,1117
E11,3000,41721,1118
D11,3000,223613,1119
A11,40000,298960,1120
C11,40000,221912,1121
A11,40000,73586,1122
B11,40000,279041,1123
D11,40000,268005,1124
B11,3000,10700,1125
C11,40000,63623,1126
C11,40000,18068,1127
A11,3000,11455,1128
D11,40000,347,1129
D11,3000,191217,1130
A11,3000,265576,1131
F11,3000,212300,1132
A11,40000,111081,1133
E11,40000,135970,1134
F11,40000,169919,1135
B11,3000,13023,1136
E11,3000,108253,1137
B11,3000,238992,1138
E11,3000,211493,1139
B11,3000,140262,1140
D11,40000,210566,1141
F11,3000,175491,1142
F11,3000,241985,1143
E11,3000,83205,1144
B11,40000,83069,1145
A11,40000,53874,1146
B11,3000,269281,1147
C11,3000,223745,1148
B11,40000,237735,1149
A11,40000,281213,1150
B11,40000,253995,1151
A11,3000,186137,1152
A11,40000,39534,1153
D11,40000,145755,1154
A11,40000,58080,1155
C11,40000,207684,1156
E11,3000,287191,1157
C11,3000,83959,1158
C11,40000,33839,1159
B11,3000,106379,1160
E11,40000,208364,1161
D11,40000,229884,1162
D11,3000,204096,1163
F11,3000,32050,1164
B11,40000,216930,1165
D11,40000,86584,1166
E11,3000,19950,1167
F11,3000,74158,1168
E11,40000,293464,1169
B11,3000,32569,1170
F11,40000,214643,1171
B11,3000,88897,1172
D11,40000,33702,1173
B11,3000,181526,1174
C11,3000,261131,1175
D11,40000,261223,1176
A11,3000,271263,1177
C11,3000,43398,1178
E11,3000,66525,1179
E11,40000,227197,1180
B11,40000,189771,1181
A11,3000,88114,1182
E11,40000,89068,1183
A11,40000,284412,1184
F11,40000,267507,1185
C11,3000,226473,1186
E11,40000,295195,1187
F11,40000,120372,1188
A11,3000,113791,1189
D11,40000,269202,1190
D11,40000,132443,1191
F11,40000,109359,1192
D11,3000,132640,1193
F11,40000,241733,1194
B11,40000,279759,1195
E11,3000,167845,1196
C11,3000,127381,1197
C11,3000,75793,1198
F11,40000,235388,1199
E11,3000,10684,1200
B11,40000,214284,1201
B11,3000,29542,1202
B11,3000,25467,1203
B11,3000,218916,1204
A11,3000,261643,1205
C11,40000,25402,1206
A11,40000,155498,1207
E11,3000,216940,1208
B11,40000,37596,1209
E11,40000,251207,1210
A11,3000,103746,1211
D11,40000,87017,1212
E11,40000,126415,1213
E11,40000,154893,1214
B11,40000,66622,1215
A11,3000,53039,1216
A11,40000,150811,1217
C11,40000,46208,1218
D11,40000,63230,1219
A11,40000,239793,1220
C11,3000,50458,1221
F11,3000,47442,1222
A11,3000,272223,1223
F11,3000,121571,1224
A11,3000,163501,1225
B11,3000,205201,1226
D11,3000,35506,1227
E11,3000,80832,1228
E11,3000,210445,1229
E11,40000,178731,1230
C11,40000,203715,1231
B11,40000,210751,1232
A11,3000,132956,1233
A11,3000,181874,1234
D11,3000,291359,1235
B11,3000,238034,1236
D11,40000,34560,1237
D11,40000,106253,1238
D11,3000,285098,1239
A11,40000,241729,1240
A11,40000,87405,1241
D11,40000,185570,1242
F11,3000,73471,1243
F11,40000,91358,1244
C11,40000,58264,1245
C11,3000,255476,1246
E11,3000,179713,1247
