Row1,Cost1,Cost2,Id
A,40000,170341,167
E,3000,189240,168
C,3000,118943,169
D,40000,54734,170
A,3000,42126,171
D,3000,29506,172
E,3000,115343,173
F,3000,266513,174
B,3000,233035,175
B,40000,179247,176
E,3000,123799,177
C,40000,118792,178
B,40000,70866,179
C,3000,112674,180
C,40000,95819,181
C,40000,210685,182
F,3000,29247,183
E,40000,12839,184
B,3000,229138,185
C,3000,30421,186
B,40000,65261,187
C,3000,137286,188
F,40000,140178,189
A,3000,67505,190
C,3000,89494,191
C,3000,196139,192
D,3000,120939,193
A,40000,30479,194
B,3000,58077,195
A,40000,121062,196
A,40000,236492,197
E,3000,126174,198
D,3000,174965,199
D,3000,241665,200
A,3000,55138,201
E,3000,85171,202
B,40000,106376,203
D,40000,179462,204
E,3000,38757,205
C,40000,277448,206
A,3000,146129,207
E,3000,210642,208
B,40000,127957,209
D,3000,150216,210
B,3000,131761,211
E,40000,227111,212
D,3000,232410,213
F,3000,77291,214
E,3000,152161,215
B,3000,258971,216
F,3000,11368,217
B,3000,15738,218
A,40000,281778,219
B,40000,275330,220
A,40000,11275,221
E,3000,181458,222
C,3000,117513,223
C,40000,3178,224
A,40000,178242,225
F,3000,110119,226
C,40000,179040,227
D,40000,103458,228
E,40000,109607,229
E,40000,173027,230
D,40000,174930,231
B,3000,255425,232
C,40000,4890,233
F,3000,86161,234
B,3000,115298,235
C,3000,54388,236
E,40000,203122,237
E,40000,161496,238
F,40000,18323,239
C,40000,278792,240
B,40000,111701,241
B,3000,286019,242
B,40000,114199,243
B,3000,110550,244
A,3000,229456,245
B,40000,3091,246
E,40000,296646,247
A,3000,291127,248
F,3000,92491,249
C,40000,75311,250
E,40000,273972,251
C,40000,177222,252
D,3000,90051,253
E,3000,91560,254
F,40000,108818,255
C,3000,122778,256
D,40000,12106,257
E,40000,299970,258
F,3000,269571,259
C,40000,200094,260
F,40000,89651,261
F,3000,194411,262
C,3000,84052,263
E,40000,75961,264
A,40000,262612,265
A,3000,19618,266
C,3000,230112,267
D,40000,20478,268
F,40000,200865,269
D,3000,76960,270
F,40000,67697,271
F,40000,201077,272
E,3000,61426,273
C,3000,10677,274
B,3000,184691,275
F,3000,234930,276
D,40000,133245,277
E,40000,213087,278
B,3000,69736,279
D,3000,186610,280
C,3000,159041,281
F,3000,82873,282
E,3000,146478,283
A,3000,58055,284
C,40000,154136,285
A,40000,84132,286
F,40000,286805,287
A,40000,78192,288
E,3000,196638,289
E,40000,73260,290
A,3000,120296,291
C,3000,112220,292
C,40000,261823,293
E,40000,110113,294
F,40000,179366,295
D,40000,299823,296
C,40000,183349,297
C,40000,247157,298
E,3000,12198,299
A,40000,188868,300
F,40000,38650,301
B,40000,261650,302
A,3000,290425,303
A,3000,294753,304
E,3000,183316,305
F,40000,269532,306
C,40000,237290,307
A,40000,41505,308
D,3000,228202,309
E,40000,276872,310
B,3000,163096,311
B,3000,145757,312
F,40000,280199,313
A,40000,122363,314
D,40000,49338,315
E,40000,174370,316
C,40000,259084,317
C,40000,2161,318
C,3000,141717,319
A,3000,236779,320
D,40000,176175,321
D,40000,79448,322
D,3000,262643,323
A,3000,218716,324
A,40000,73554,325
A,3000,5011,326
C,40000,287021,327
D,40000,108792,328
B,3000,136240,329
C,40000,20680,330
A,3000,285154,331
B,40000,145955,332
C,40000,241049,333
B,3000,103034,334
E,3000,141535,335
E,3000,299041,336
A,3000,223834,337
D,40000,253539,338
F,3000,250234,339
B,40000,14850,340
B,3000,248236,341
B,3000,2289,342
E,40000,6676,343
D,40000,13172,344
B,3000,56063,345
B,40000,123719,346
A,3000,263867,347
C,3000,170288,348
C,3000,274190,349
D,3000,236262,350
B,40000,270919,351
E,3000,146998,352
F,40000,144786,353
D,40000,9703,354
D,40000,266243,355
B,40000,269450,356
B,3000,82210,357
E,3000,115407,358
E,40000,262258,359
F,3000,281046,360
C,40000,49318,361
C,40000,13556,362
D,40000,23603,363
E,40000,99508,364
D,3000,218620,365
F,40000,196307,366
E,40000,198482,367
F,40000,177866,368
C,40000,45257,369
F,40000,5657,370
E,40000,173651,371
C,40000,208563,372
D,40000,36336,373
C,3000,282906,374
F,40000,109921,375
E,3000,63966,376
C,3000,237302,377
F,3000,267595,378
C,40000,198337,379
C,40000,144238,380
E,40000,143841,381
F,40000,23516,382
F,3000,111073,383
B,40000,121996,384
C,40000,2064,385
D,40000,152625,386
C,3000,242564,387
A,3000,218149,388
F,40000,93056,389
F,40000,166428,390
B,40000,195584,391
E,40000,113749,392
D,3000,93216,393
F,3000,34546,394
D,3000,133318,395
D,40000,157623,396
E,40000,86649,397
C,3000,292593,398
E,3000,246255,399
E,40000,217425,400
E,3000,93356,401
B,40000,290802,402
B,40000,38733,403
A,40000,22344,404
C,3000,19825,405
A,3000,290565,406
A,3000,219566,407
B,40000,81028,408
E,40000,294033,409
A,40000,214769,410
D,3000,230128,411
F,3000,214639,412
A,3000,233763,413
D,3000,50412,414
C,40000,83414,415
F,3000,2858,416
E,3000,72689,417
C,3000,80109,418
D,3000,254958,419
A,3000,160088,420
A,3000,84702,421
A,40000,98551,422
D,40000,209902,423
F,40000,208610,424
F,3000,52876,425
A,3000,199072,426
A,3000,285565,427
E,40000,150123,428
E,3000,42785,429
C,40000,20352,430
B,3000,260027,431
E,40000,16602,432
A,3000,17318,433
C,3000,16206,434
E,3000,33570,435
C,40000,291057,436
F,40000,66223,437
D,40000,193036,438
C,3000,3847,439
A,3000,273911,440
F,3000,192197,441
C,40000,2759,442
E,3000,35522,443
B,3000,4416,444
F,40000,37932,445
A,40000,76660,446
D,3000,49131,447
E,40000,28751,448
C,3000,182579,449
C,40000,47435,450
E,40000,195296,451
A,40000,93784,452
E,3000,168083,453
E,3000,214555,454
F,40000,147834,455
C,40000,42975,456
E,40000,69908,457
F,3000,34608,458
E,3000,140702,459
E,3000,275708,460
B,3000,248917,461
E,40000,157407,462
D,3000,214089,463
C,3000,26466,464
E,3000,175688,465
E,40000,276039,466
D,3000,265557,467
D,3000,142207,468
B,3000,100525,469
B,3000,112146,470
C,3000,12632,471
E,40000,142110,472
B,3000,92971,473
E,3000,56670,474
F,3000,259131,475
B,40000,213205,476
E,40000,154476,477
D,3000,104301,478
A,3000,65685,479
D,40000,96021,480
A,40000,276819,481
C,3000,156021,482
A,40000,145975,483
C,40000,34970,484
F,3000,213661,485
E,3000,241337,486
C,3000,198754,487
B,40000,56224,488
D,40000,212872,489
C,3000,199223,490
C,3000,204236,491
F,3000,294274,492
B,3000,263316,493
A,3000,119572,494
F,3000,206414,495
C,40000,177868,496
A,40000,63594,497
C,40000,30070,498
C,40000,232594,499
C,40000,93524,500
E,3000,17843,501
D,3000,233947,502
A,40000,193716,503
E,3000,17241,504
B,3000,299630,505
F,40000,140536,506
C,3000,294267,507
E,40000,5136,508
B,40000,63758,509
C,3000,259805,510
D,40000,94414,511
F,40000,258729,512
C,3000,244140,513
A,3000,231175,514
F,40000,233136,515
D,3000,99068,516
E,3000,129122,517
E,3000,254482,518
F,40000,268991,519
D,40000,128756,520
E,3000,194036,521
F,3000,190216,522
C,3000,169821,523
B,40000,48148,524
B,3000,116184,525
E,40000,30688,526
C,3000,1146,527
B,3000,124568,528
A,40000,297339,529
F,40000,182180,530
A,40000,232760,531
B,3000,93587,532
B,3000,34351,533
F,3000,3873,534
D,40000,73222,535
E,40000,72347,536
B,3000,52210,537
B,40000,78563,538
B,3000,95543,539
E,3000,152096,540
F,40000,5379,541
D,40000,256927,542
E,40000,49250,543
A,40000,20510,544
E,40000,29575,545
F,40000,287582,546
A,3000,169708,547
A,3000,255675,548
E,3000,170276,549
D,3000,166649,550
E,40000,139103,551
A,40000,5561,552
A,3000,187921,553
B,40000,206231,554
E,3000,175935,555
D,3000,233346,556
F,3000,189634,557
C,40000,10030,558
D,40000,94134,559
A,3000,223200,560
B,3000,292848,561
B,3000,294961,562
E,3000,135967,563
F,3000,53955,564
A,40000,36516,565
E,3000,226209,566
A,40000,109891,567
E,3000,34640,568
E,40000,14971,569
C,3000,62412,570
A,3000,239667,571
A,3000,109812,572
A,3000,282317,573
A,40000,137326,574
E,40000,10769,575
E,40000,187567,576
E,3000,160780,577
B,3000,181586,578
D,3000,243572,579
B,3000,254749,580
D,40000,202334,581
D,3000,207256,582
F,3000,217388,583
A,40000,15236,584
D,40000,68825,585
F,3000,135705,586
B,40000,47016,587
F,40000,126274,588
B,3000,201873,589
B,40000,111523,590
E,3000,86318,591
F,3000,36838,592
D,3000,209839,593
C,3000,86512,594
D,3000,145303,595
B,3000,284539,596
A,40000,85491,597
C,40000,158538,598
C,3000,124406,599
E,40000,14069,600
C,3000,206002,601
C,40000,145824,602
D,40000,129717,603
B,3000,60000,604
C,3000,160737,605
A,3000,91613,606
B,3000,50892,607
B,40000,238134,608
A,40000,71704,609
C,3000,291636,610
D,3000,266741,611
E,40000,72111,612
F,3000,155431,613
A,40000,185820,614
C,3000,176372,615
D,3000,296031,616
E,40000,192545,617
F,40000,175566,618
C,40000,6014,619
D,3000,268783,620
A,40000,273475,621
C,40000,279948,622
B,40000,135351,623
B,40000,38103,624
C,3000,266618,625
D,40000,266951,626
D,40000,193205,627
C,3000,252212,628
B,40000,23684,629
D,3000,279967,630
F,3000,264802,631
A,3000,21843,632
A,3000,104807,633
C,40000,102923,634
D,3000,120654,635
B,40000,105213,636
A,3000,199490,637
D,40000,270054,638
C,40000,141057,639
E,40000,257152,640
F,3000,277902,641
C,3000,72465,642
B,40000,250849,643
A,40000,72814,644
D,40000,265151,645
F,40000,128130,646
C,40000,201449,647
C,40000,297813,648
E,40000,23507,649
D,3000,136021,650
D,40000,152979,651
A,40000,196204,652
D,40000,31935,653
D,3000,210802,654
A,40000,135325,655
A,3000,265652,656
E,40000,71492,657
B,3000,77130,658
B,3000,182611,659
A,40000,43542,660
E,3000,283699,661
D,3000,49892,662
C,3000,200501,663
E,40000,230466,664
F,40000,7026,665
E,3000,213689,666
D,40000,205762,667
B,40000,247369,668
F,40000,1997,669
F,3000,222480,670
F,40000,249209,671
D,40000,10578,672
C,3000,68286,673
C,40000,89687,674
F,40000,233764,675
A,3000,14024,676
D,40000,173515,677
F,3000,103918,678
E,3000,187063,679
D,40000,274077,680
B,40000,217395,681
C,3000,67530,682
A,3000,57174,683
D,40000,88175,684
F,40000,43381,685
F,40000,266171,686
F,3000,170231,687
F,40000,226351,688
E,40000,93952,689
F,40000,280802,690
C,40000,175958,691
C,3000,192810,692
A,3000,151542,693
F,3000,72958,694
C,40000,282227,695
E,3000,216985,696
F,40000,46974,697
C,40000,25166,698
C,40000,68278,699
C,3000,263922,700
A,3000,200373,701
F,3000,115608,702
C,3000,168650,703
C,40000,22305,704
D,40000,81842,705
C,3000,109186,706
B,40000,192353,707
F,3000,221645,708
E,3000,156979,709
C,3000,172415,710
B,3000,245227,711
F,3000,25949,712
E,40000,92896,713
A,40000,245830,714
F,40000,58442,715
D,40000,111546,716
B,3000,139264,717
E,3000,280617,718
F,3000,173371,719
C,3000,177625,720
D,3000,111008,721
F,3000,30963,722
E,3000,28855,723
A,40000,192222,724
B,40000,15312,725
E,3000,1111,726
C,3000,292722,727
F,40000,150307,728
E,3000,45370,729
C,40000,251858,730
E,3000,135819,731
E,40000,151688,732
A,40000,235382,733
C,40000,214206,734
C,3000,22979,735
E,3000,267366,736
F,40000,259358,737
D,3000,25739,738
B,40000,43955,739
A,40000,229340,740
C,40000,299344,741
D,40000,116840,742
D,40000,146764,743
B,40000,90434,744
F,40000,250147,745
B,3000,7326,746
C,40000,241340,747
A,40000,176946,748
A,3000,179472,749
C,3000,289757,750
E,3000,212691,751
A,3000,100762,752
E,3000,50304,753
F,40000,299768,754
B,40000,206223,755
A,40000,159534,756
B,3000,235260,757
B,3000,288633,758
F,40000,229623,759
A,3000,274062,760
D,40000,225834,761
C,40000,35596,762
E,40000,133776,763
A,40000,50386,764
F,40000,235445,765
D,40000,100574,766
D,40000,27852,767
C,3000,53529,768
E,3000,126980,769
E,40000,238389,770
A,3000,186308,771
C,40000,296133,772
B,40000,118982,773
A,40000,40210,774
F,3000,36031,775
A,40000,74401,776
E,3000,198632,777
E,40000,71226,778
E,3000,14830,779
D,40000,29541,780
F,40000,289365,781
B,3000,263405,782
D,40000,75711,783
F,40000,137819,784
B,40000,215806,785
B,40000,57900,786
E,40000,170296,787
D,3000,274097,788
D,40000,26023,789
E,3000,5486,790
F,40000,54132,791
C,40000,196744,792
B,40000,209417,793
B,40000,63365,794
D,40000,286466,795
A,40000,16795,796
C,3000,54343,797
C,3000,143921,798
F,3000,123485,799
A,3000,217496,800
F,3000,189766,801
B,3000,57254,802
D,40000,6445,803
E,40000,53663,804
A,3000,16320,805
A,3000,205355,806
F,3000,25428,807
F,3000,223387,808
A,40000,201752,809
D,3000,20972,810
F,40000,114432,811
C,3000,253061,812
E,3000,263265,813
B,40000,229608,814
B,40000,173525,815
D,3000,116443,816
F,3000,155099,817
C,3000,185162,818
B,40000,229798,819
B,3000,225747,820
B,3000,81811,821
C,40000,86060,822
F,40000,104094,823
D,40000,214567,824
C,3000,142799,825
B,3000,33873,826
F,40000,103144,827
F,40000,273431,828
E,3000,256730,829
F,3000,292454,830
B,3000,73736,831
A,3000,271623,832
C,3000,51177,833
E,40000,241843,834
F,3000,151125,835
C,3000,94904,836
F,40000,240262,837
B,3000,27698,838
A,3000,16206,839
E,40000,233566,840
C,3000,197115,841
A,3000,265970,842
E,40000,18696,843
A,40000,67962,844
A,3000,271625,845
A,3000,269437,846
A,40000,291329,847
B,40000,3169,848
A,3000,288375,849
B,3000,267527,850
A,40000,226598,851
A,40000,31315,852
E,40000,217653,853
D,40000,13523,854
D,3000,66603,855
D,3000,37274,856
D,3000,2747,857
F,40000,233363,858
B,40000,28863,859
D,40000,104472,860
E,3000,134609,861
F,3000,261060,862
D,3000,92686,863
C,3000,143161,864
C,3000,209535,865
C,3000,14776,866
F,40000,204270,867
A,3000,5230,868
F,40000,99083,869
D,40000,43811,870
E,3000,218213,871
A,3000,252176,872
A,3000,271151,873
D,40000,88847,874
E,40000,296025,875
B,3000,132857,876
F,40000,284309,877
E,40000,268302,878
A,40000,180210,879
E,3000,87213,880
F,40000,178352,881
B,3000,250254,882
E,3000,50232,883
B,40000,213621,884
C,3000,2127,885
D,40000,32032,886
E,3000,254514,887
E,40000,27183,888
E,40000,8949,889
B,40000,13727,890
A,3000,145406,891
B,40000,260641,892
E,3000,187636,893
D,40000,180052,894
F,3000,74568,895
B,40000,270293,896
D,40000,218048,897
C,3000,53858,898
A,40000,52245,899
A,40000,214998,900
B,40000,44193,901
B,40000,298036,902
E,40000,102778,903
C,40000,296590,904
A,3000,26166,905
F,40000,287807,906
E,40000,61094,907
F,3000,176956,908
C,40000,70480,909
C,3000,37377,910
B,40000,277363,911
D,40000,3678,912
A,3000,31025,913
A,3000,162089,914
C,40000,252661,915
F,3000,217075,916
B,3000,7095,917
C,3000,232374,918
F,40000,134519,919
B,40000,247366,920
B,3000,236628,921
D,3000,28413,922
E,40000,2104,923
D,3000,143892,924
A,3000,193939,925
A,40000,292899,926
E,3000,157988,927
A,3000,168977,928
B,40000,56688,929
C,40000,248147,930
F,3000,241101,931
D,3000,18119,932
E,40000,99826,933
B,40000,4835,934
A,3000,161095,935
F,3000,128589,936
C,3000,22937,937
F,3000,167241,938
E,40000,13546,939
F,40000,84798,940
E,40000,231327,941
F,3000,247578,942
E,3000,30368,943
C,40000,226172,944
A,3000,143469,945
A,40000,112167,946
C,40000,159945,947
E,3000,231337,948
B,40000,264367,949
E,40000,136049,950
D,40000,169119,951
B,3000,275693,952
D,40000,260943,953
B,40000,53935,954
D,3000,112446,955
D,3000,41968,956
B,3000,294013,957
E,40000,237627,958
D,40000,46368,959
D,40000,268951,960
D,3000,263610,961
E,3000,299230,962
D,3000,22119,963
B,3000,135023,964
E,3000,51861,965
E,3000,135879,966
A,3000,25237,967
B,3000,110773,968
B,40000,269001,969
B,3000,128029,970
D,40000,53923,971
B,3000,249495,972
D,40000,56269,973
A,3000,75925,974
C,3000,261030,975
F,40000,202434,976
C,40000,62837,977
A,3000,262047,978
B,40000,152477,979
E,40000,53575,980
E,3000,55835,981
B,3000,186853,982
B,40000,212050,983
F,40000,156661,984
C,3000,115176,985
D,3000,240683,986
A,3000,86076,987
E,40000,101479,988
F,3000,132815,989
A,40000,104961,990
A,40000,169416,991
A,40000,65943,992
F,3000,280642,993
D,40000,103848,994
F,3000,217382,995
E,3000,204796,996
F,40000,173015,997
A,40000,193314,998
E,40000,278110,999
E,40000,125891,1000
B,40000,256561,1001
B,3000,35175,1002
F,3000,141936,1003
B,3000,232462,1004
C,40000,152128,1005
A,3000,211422,1006
C,3000,181886,1007
B,3000,223879,1008
D,3000,19331,1009
B,40000,98011,1010
A,3000,236456,1011
F,3000,66789,1012
F,3000,285546,1013
C,3000,115933,1014
C,40000,80340,1015
A,40000,154091,1016
D,3000,208912,1017
F,40000,34556,1018
A,40000,168724,1019
D,40000,174573,1020
D,3000,138046,1021
C,40000,84891,1022
D,40000,118893,1023
F,3000,179925,1024
D,3000,171836,1025
D,40000,82283,1026
B,40000,233703,1027
D,3000,22315,1028
B,40000,21239,1029
D,3000,84595,1030
D,3000,294363,1031
B,3000,146502,1032
B,3000,12710,1033
F,3000,175403,1034
D,40000,217961,1035
D,40000,217329,1036
D,3000,171316,1037
F,3000,126184,1038
A,3000,142353,1039
F,40000,38627,1040
C,40000,115251,1041
D,3000,64230,1042
C,40000,142599,1043
D,40000,172508,1044
E,3000,236148,1045
B,3000,116642,1046
D,3000,189741,1047
D,3000,129940,1048
C,3000,238122,1049
F,3000,114931,1050
B,40000,284761,1051
B,40000,171247,1052
C,3000,219973,1053
F,40000,78165,1054
F,40000,94577,1055
E,40000,163383,1056
B,40000,79816,1057
C,3000,59577,1058
F,3000,94476,1059
D,40000,204727,1060
F,40000,128002,1061
A,40000,89669,1062
A,40000,93238,1063
D,3000,138602,1064
D,40000,176883,1065
B,40000,241170,1066
E,40000,59808,1067
C,3000,8768,1068
F,40000,115703,1069
B,40000,103369,1070
A,3000,119959,1071
B,40000,258556,1072
A,40000,94275,1073
D,3000,115909,1074
F,40000,218632,1075
E,40000,126265,1076
D,3000,211365,1077
C,40000,24428,1078
F,3000,144663,1079
D,3000,114281,1080
A,3000,67165,1081
E,3000,173453,1082
B,40000,155805,1083
A,3000,289291,1084
E,40000,214409,1085
C,40000,243982,1086
A,40000,242405,1087
E,40000,148333,1088
D,3000,261704,1089
A,40000,143848,1090
E,3000,173919,1091
A,3000,251681,1092
A,40000,220514,1093
F,40000,105453,1094
B,3000,299786,1095
E,40000,218664,1096
A,40000,272432,1097
A,3000,16755,1098
A,3000,253265,1099
C,3000,114825,1100
F,3000,58731,1101
D,3000,84801,1102
B,40000,218156,1103
C,3000,191785,1104
D,40000,987,1105
F,40000,40222,1106
D,3000,238224,1107
F,40000,255298,1108
E,3000,95930,1109
A,40000,230751,1110
D,40000,77890,1111
E,3000,9006,1112
F,3000,19511,1113
E,40000,46753,1114
F,3000,193626,1115
B,3000,191277,1116
D,3000,39681,1117
F,3000,41721,1118
F,3000,223613,1119
E,40000,298960,1120
A,40000,221912,1121
E,40000,73586,1122
B,40000,279041,1123
E,40000,268005,1124
A,3000,10700,1125
E,40000,63623,1126
D,40000,18068,1127
D,3000,11455,1128
E,40000,347,1129
B,3000,191217,1130
A,3000,265576,1131
E,3000,212300,1132
F,40000,111081,1133
E,40000,135970,1134
B,40000,169919,1135
B,3000,13023,1136
F,3000,108253,1137
A,3000,238992,1138
C,3000,211493,1139
D,3000,140262,1140
F,40000,210566,1141
B,3000,175491,1142
E,3000,241985,1143
A,3000,83205,1144
F,40000,83069,1145
E,40000,53874,1146
A,3000,269281,1147
C,3000,223745,1148
A,40000,237735,1149
C,40000,281213,1150
A,40000,253995,1151
D,3000,186137,1152
C,40000,39534,1153
E,40000,145755,1154
A,40000,58080,1155
C,40000,207684,1156
B,3000,287191,1157
B,3000,83959,1158
F,40000,33839,1159
A,3000,106379,1160
C,40000,208364,1161
C,40000,229884,1162
B,3000,204096,1163
E,3000,32050,1164
F,40000,216930,1165
E,40000,86584,1166
C,3000,19950,1167
C,3000,74158,1168
A,40000,293464,1169
E,3000,32569,1170
F,40000,214643,1171
C,3000,88897,1172
F,40000,33702,1173
E,3000,181526,1174
C,3000,261131,1175
B,40000,261223,1176
B,3000,271263,1177
E,3000,43398,1178
A,3000,66525,1179
C,40000,227197,1180
A,40000,189771,1181
D,3000,88114,1182
E,40000,89068,1183
D,40000,284412,1184
E,40000,267507,1185
F,3000,226473,1186
C,40000,295195,1187
B,40000,120372,1188
D,3000,113791,1189
F,40000,269202,1190
C,40000,132443,1191
B,40000,109359,1192
E,3000,132640,1193
D,40000,241733,1194
B,40000,279759,1195
F,3000,167845,1196
C,3000,127381,1197
F,3000,75793,1198
A,40000,235388,1199
A,3000,10684,1200
A,40000,214284,1201
F,3000,29542,1202
D,3000,25467,1203
A,3000,218916,1204
C,3000,261643,1205
F,40000,25402,1206
A,40000,155498,1207
C,3000,216940,1208
D,40000,37596,1209
F,40000,251207,1210
F,3000,103746,1211
F,40000,87017,1212
C,40000,126415,1213
A,40000,154893,1214
C,40000,66622,1215
D,3000,53039,1216
B,40000,150811,1217
F,40000,46208,1218
B,40000,63230,1219
F,40000,239793,1220
B,3000,50458,1221
B,3000,47442,1222
E,3000,272223,1223
E,3000,121571,1224
D,3000,163501,1225
D,3000,205201,1226
F,3000,35506,1227
C,3000,80832,1228
C,3000,210445,1229
E,40000,178731,1230
B,40000,203715,1231
E,40000,210751,1232
C,3000,132956,1233
B,3000,181874,1234
F,3000,291359,1235
D,3000,238034,1236
C,40000,34560,1237
B,40000,106253,1238
D,3000,285098,1239
B,40000,241729,1240
A,40000,87405,1241
C,40000,185570,1242
B,3000,73471,1243
B,40000,91358,1244
C,40000,58264,1245
E,3000,255476,1246
C,3000,179713,1247
A,3000,257076,1248
F,40000,219619,1249
D,40000,138480,1250
C,3000,40260,1251
D,40000,117154,1252
D,40000,71168,1253
B,3000,230593,1254
F,40000,186103,1255
F,3000,240132,1256
C,40000,214953,1257
E,3000,5488,1258
B,3000,174758,1259
F,3000,71561,1260
B,3000,77245,1261
B,40000,14645,1262
A,40000,89047,1263
E,3000,69320,1264
F,40000,272253,1265
B,40000,107172,1266
E,40000,29896,1267
B,40000,187498,1268
A,3000,166413,1269
B,3000,105606,1270
D,3000,7049,1271
F,40000,109777,1272
E,40000,13991,1273
B,3000,51815,1274
C,3000,38365,1275
B,40000,56803,1276
A,40000,105423,1277
E,40000,11990,1278
C,3000,101123,1279
A,40000,291421,1280
A,40000,167673,1281
E,3000,108551,1282
D,3000,28732,1283
F,40000,281278,1284
C,3000,266506,1285
A,3000,29585,1286
F,3000,121955,1287
F,3000,78125,1288
E,3000,96527,1289
D,3000,119155,1290
F,40000,227215,1291
A,3000,147766,1292
A,3000,164017,1293
D,40000,270580,1294
A,3000,136681,1295
F,40000,284847,1296
B,40000,293387,1297
B,40000,252498,1298
E,40000,137685,1299
A,40000,238315,1300
F,40000,150877,1301
C,3000,28309,1302
F,3000,208349,1303
A,3000,92577,1304
F,40000,209790,1305
C,40000,81329,1306
A,40000,102166,1307
A,3000,81925,1308
E,40000,226805,1309
A,40000,234049,1310
D,3000,257803,1311
A,3000,160352,1312
B,3000,105394,1313
B,3000,147593,1314
B,3000,265927,1315
C,3000,244753,1316
D,40000,86067,1317
A,40000,186772,1318
A,3000,148199,1319
B,40000,192397,1320
E,40000,222337,1321
C,40000,177562,1322
B,40000,34592,1323
F,40000,126520,1324
D,40000,264201,1325
E,40000,223507,1326
F,3000,223266,1327
B,3000,296451,1328
E,3000,81397,1329
C,3000,12970,1330
D,40000,114779,1331
F,3000,159479,1332
A,3000,171167,1333
F,3000,66625,1334
E,3000,153463,1335
B,40000,81137,1336
E,3000,19686,1337
D,3000,114279,1338
A,40000,52532,1339
A,3000,260546,1340
B,40000,151819,1341
C,3000,191280,1342
E,3000,270671,1343
C,40000,226845,1344
A,3000,74739,1345
D,40000,133911,1346
A,3000,296874,1347
C,40000,51915,1348
C,3000,70357,1349
C,40000,28108,1350
A,40000,106513,1351
E,40000,30517,1352
E,40000,122234,1353
B,40000,220801,1354
B,3000,248737,1355
E,40000,161549,1356
D,40000,85113,1357
F,3000,295295,1358
E,40000,254220,1359
C,3000,70950,1360
